Reg_ICA,Titular,Estado,Producto,Activos,Cantidades,Indicaciones,Precauciones,Laboratorio_Productor,Pais_Origen,Importador,Empaques,Especies,Tiempo_Retiro,Tipo_Medicamento,Estado_Clean,Origen_Clasif
003-DB,ELANCO US INC,VIGENTE,CATOSAL CON VITAMINA B12,"Cada mL de solución inyectable contiene:

Butafosfán (Ácido 1-(n-butilamino)-metiletil-fosfónico)
(equivalente a 0,0173 gramos de ion Fósforo)
Vitamina B₁₂","

100 mg
0,05 mg","En bovinos, porcinos, equinos, ovinos, caprinos, perros, gatos y aves para el tratamiento de las deficiencias de fósforo y Vitamina B₁₂. Coadyuvante metabólico en el tratamiento de enfermedades de la reproducción y enfermedades metabólicas. En bovinos como coadyuvante en el tratamiento de la cetosis secundaria (en fiebre de leche, desplazamiento del abomaso).",Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. No se han reportado efectos teratogénicos o similares. No administrar el producto a animales con hipersensibilidad conocida a los principios activos o excipientes. almacenar a temperatura inferior a 30°C. No congelar.,ARGENTA US MANUFACTURING LLC / KVP PHARMA + VETERINÄR PRODUKTE GmbH (semielaborador).,Estados Unidos / Alemania.,ELANCO COLOMBIA S.A.S.,"Caja plegadiza que contiene frasco en vidrio ámbar tipo ll con tapón de caucho en clorobutilo y sello de aluminio por 50, 100 o 250 mL.","Aves, Bovinos, Caninos, Caprinos, Equinos, Felinos, Ovinos y Porcinos.",No aplica.,Vitaminas y Minerales,VIGENTE,EXTRANJERO (Importado)
033-DB,GDI PHARMA S.A.S.,VIGENTE,VETALOG,"Cada mL de suspensión inyectable contiene:

Triamcinolona acetonida","

10 mg.","En bovinos, equinos, perros y gatos para el tratamiento de la cetosis bovina, condiciones inflamatorias no infecciosas de las articulaciones, tejidos relacionados y afecciones de la piel como eczema o prurito inespecífico y dermatosis alérgicas.","Los animales tratados no deben sacrificarse para el consumo humano hasta 5 días después de finalizado el tratamiento. No emplear en el último tercio de gestación ni en animales con tuberculosis o que presentan infecciones virales. En presencia de enfermedades infecciosas de origen bacteriano, deberá instituirse la terapia con el antimicrobiano adecuado. Mantener fuera del alcance de los niños. Uso Veterinario. Venta bajo fórmula del Médico Veterinario.",GDI PHARMA CENTRO S.A.S.,Colombia.,No aplica.,Frasco en vidrio ámbar tipo l por 10 mL.,"Bovinos, Caninos, Equinos y Felinos.",Carne: 5 días ,Corticoesteroides ,VIGENTE,COLOMBIA (Fabricado Nacional)
083-DB,CIBA GIEGY COLOMBIA S.A.,VIGENTE,SOLADEC ORAL ,"_x000D_
Cada ml contiene:_x000D_
_x000D_
Vitamina A_x000D_
Vitamina D3_x000D_
Vitamina E_x000D_
VItamina C_x000D_
","

50,000 U.l.
5,000 U.l.
50 U.l.
250 mg","En aves, cerdos, terneros y potros para el tratamiento de la hipovitaminosis o deficiencias de vitaminas A, D, E, y C. 
Otras indicaciones a criterio del Médico  Veterinario.",Uso veterinario. Manténgase fuera del alcance de los niños.,No informa.,Colombia.,No informa.,Frascos por 50 y 350 ml.,"Aves, Bobinos, Equinos y Porcinos.",No informa,Vitaminas y minerales,VIGENTE,COLOMBIA (Fabricado Nacional)
086-DB,CIBA GIEGY COLOMBIA S.A.,VIGENTE,RUBRAFER INYECTABLE,"_x000D_
Cada ml contiene:_x000D_
_x000D_
Hierro Elemental_x000D_
Vitamina B12_x000D_
","
100 mg
80 mcg", Tratamiento de anemia por deficiencia de hierro en los lechones y terneros lactantes.,Uso veterinario. Mnaténgase fuera del alcance de los niños ,No informa.,Colombia.,No informa.,Frascos por 10 y 50 mL,Bovinos y Porcinos.,No informa,Vitaminas y minerales,VIGENTE,COLOMBIA (Fabricado Nacional)
097-DB,TECNOQUÍMICAS S.A.,VIGENTE,GLUCONATO DE CALCIO MK,"
Gluconato de calcio (Equivalente 1,86 g. de Calcio)
",20 g,"En bovinos, equinos, ovinos, porcinos y caninos para el tratamiento de deficiencias metabólicas de Calcio. Otras indicaciones a criterio del Médico Veterinario.",Uso veterinario. Manténgase fuera del alcance de los niños,No informa.,Colombia.,No informa.,Frascos por 100 y 500 mL,"Bovinos,Caninos, Equinos, Ovinos y Porcinos.",No informa,Vitaminas y minerales,VIGENTE,COLOMBIA (Fabricado Nacional)
098-DB,TECNOQUÍMICAS S.A.,VIGENTE,CALCIO MK CON MAGNESIO FOSFORO Y DEXTROSA,"
Cada 100 ml contienen:

Gluconato de Calcio
Glicerolfosfato de magnesio
Glicerolfosfato de calcio
Dextrosa anhidra
(Calcio: 2,24 g, Fósforo: 0,67 g, Magnesio: 0.30 g)
","
20,0 g
2,4 g
2,0 g
15,0 g","En bovinos, equinos, porcinos y ovinos para el tratamiento de las deficiencias de calcio, fosforo y magnesio. Fiebre de leche raquitismo y osteomalacia.",Uso veterinario. Manténgase fuera del alcance de los niños.,No informa.,Colombia.,No informa.,Frascos por 500 mL,"Bovinos, Equinos, Ovinos y Porcinos.",No informa,Vitaminas y minerales,VIGENTE,COLOMBIA (Fabricado Nacional)
103-DB,INDUSTRIAS MARAVEDI CIA LTDA,VIGENTE,TINTURA DE YODO,"Cada 100 mililitros contienten:

Yodo
Yoduro de potasio","
2 g.
2,4 g.",Antiséptico de uso externo.,Uso veterinario. Manténgase fuera del alcance de los niños. ,NOVALFARM LTDA.,Colombia.,No aplica.,Frasco plástico en PEAD color café con válvula atomizadora por 120 mL. Frasco plástico en PEAD por 120 mL. Frasco de vidrio ámbar tipo lll por 120 mL. Frasco plástico en PEAD color café por 500 mL.,No aplica.,No aplica.,Antisépticos,VIGENTE,COLOMBIA (Fabricado Nacional)
106-DB,TECNOQUÍMICAS S.A.,VIGENTE,PENICILINA BENZATINICA Y PROCAINICA,"
Cada ml. del producto reconstituido contiene:

Penicilina G. Benzatínica
Penicilina G. Procaínica

","
120.000 Ul
120.000 Ul","En bovinos, equinos, caprinos, porcinos y caninos, para el tratamiento de infecciones producidas por: Streptococcus sp, Staphylococcus sp, Bacillus anthracis, Erysipeloythrix sp, Clostridium sp, Corynebacterium sp, Fusobacterium sp, Listeria sp, Nocardia sp, Leptospira sp, Actinomyces sp, Actinobacillus sp y Pneumococus sp.","Los animales tratados no deben sacrificarse para el consumo humano hasta 30 días siguientes a la finalización del tratamiento. La leche producida durante el tratamiento y 6 días después de finalizado el mismo, no debe darse al consumo humano. Uso veterinario. Mantener fuera del alcance de los niños. Venta por prescripción del Médico Veterinario.",No informa.,Colombia.,No informa.,"Frascos que contienen 1.5 millones de U.l. de Penicilna G. Benzatínica y 1.5 millones de U.l de penicilina Procaínica acompañados con solvente por 10 mL. Frascos que contienen 3 millones de U.l de penicilina G Benzatínica y 3 millones de U.l. de pecicilina G Pricaínica, acompañados con solvete por 20 mL.","Bovinos, Caninos, Caprinos, Equinos y Porcinos.","Los animales tratados no deben sacrificarse para el consumo humano hasta 30 días siguientes a la finalización del tratamiento. La leche producida durante el tratamiento y 6 días después de finalizado el mismo, no debe darse al consumo humano",Antibióticos,VIGENTE,COLOMBIA (Fabricado Nacional)
121-DB,LABORATORIOS ZOO S.A.S.,VIGENTE,ATROPINA ZOO INYECTABLE,"Cada 1 mL de solución inyectable contiene:_x000D_
_x000D_
Atropina sulfato","

1 mg"," 
En equinos, bovinos, ovinos, caprinos, porcinos, perros, gatos y aves para medicación preanestésica, anticolinérgico, antiespasmódico, antisecretorio, antídoto en intoxicaciones con insecticidas  organofosforados y carbamatos. ","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. Los animales tratados no deben sacrificarse para consumo humano hasta veintiocho (28) días después de finalizado el tratamiento. La leche producida durante el tratamiento y seis (6) días después de finalizado el mismo no debe destinarse para el consumo humano. No aplica.r en animales que presenten hipersensibilidad a fármacos anticolinérgicos, taquicardias  secundarias a tirotoxicosis o insuficiencia cardíaca, isquemia miocárdica, estado cardíaco inestable. No emplear en animales con adherencias en cristalino y córnea o con glaucoma de ángulo estrecho, sinequias (adherencias) entre el iris y el cristalino porque en la midriasis causada por la atropina, se bloquea el drenaje de los líquidos oculares por el conducto de Schlemm, provocando aumento de la presión intraocular. Usarse con extrema precaución en pacientes con neuropatía autonómica, enfermedad hepática o renal, pacientes geriátricos o pediátricos, hipertiroideos, hipertensos, insuficiencia cardiaca congestiva ICC, taquiarritmias, hipertrofia prostática o reflujo esofágico, en caballos debido al efecto reductor de la motilidad intestinal e inducir cólicos en equinos. Los siguientes medicamentos pueden potencializar la actividad o toxicidad de la Atropina: Amantadina, agentes anticolinérgicos, relajantes musculares anticolinérgicos, antihistamínicos (Ej, Difenhidramina), isopiramida, meperidina, fenotiazinas, procainamida, primidona, antidepresivos tricíclicos (Ej, Amitriptilina, clomipramina). La atropina puede agravar algunos signos observados en intoxicaciones con amitraz. Los corticosteroides (uso a largo plazo) pueden aumentar la presión intraocular, aumentar los niveles de digoxina sérica, antagonizar las acciones de la metoclopramida. Conservar dentro de su empaque, protegido de la luz, a una temperatura inferior a 30°C. ",LABORATORIOS S.F.C. LTDA . / LABORATORIOS ERMA S.A.,Colombia.,No aplica.,"Caja plegadiza que contiene frasco ámpula en vidrio ámbar tipo l con tapón de caucho en bromobutilo y 
agrafe en aluminio por 10 mL. 
Caja plegadiza que contiene frasco ámpula en vidrio ámbar tipo ll con tapón de caucho en bromobutilo y 
agrafe en aluminio por 50 mL.","Aves, Bovinos, Caninos, Caprinos, Equinos, Felinos, Ovinos y Porcinos.",No aplica.,Antibióticos,VIGENTE,COLOMBIA (Fabricado Nacional)
141-DB,LABORATORIOS INDUSTRIALES FARMACEUTICOS ECUATORIANOS ¨LIFE¨,VIGENTE,ETEROL,"_x000D_
Cada 100 ml de solución contiene:_x000D_
_x000D_
Fenol_x000D_
Violeta de genciana_x000D_
","
1,0 g
0,4 g","Antiséptico de uso externo. Antisepsia de ombligo, heridas quirúrgicas y por corte, marcaje y descorne..","Uso veterinario. Manténgase fuera del alcance de los niños. Producto inflamable, no perfore, ni incinere el envase.",No informa.,Ecuador.,PROCONVET S.A.,"Zonospray por 300 mL: tarro cilíndrico de aluminio 99.7%, con barniz interior epóxico provisto de válvula de aspersión y tapa de polietileno por 300 ml. Envase secundario en funda de polietileno de baja desnsidad.                                                   Zonospray por 200 ml: Tarro cilíndrico de aluminio 99.7% con barniz interior epóxico provisto de válvula de aspersión y tapa de polietileno por 200 ml. Envase secundario en funda de polietileno de baja desnsidad.                                                  Rociador por 500 mL:Frasco de polietileno/PVC por 500 ml, con dispensador tipo pistola de polipropileno, vástago y válvula de polietileno.
Frasco en PEAD por 1 galón, con tapa rosca y sello de seguridad de polietileno de alta densidad.",No informa.,No informa,Antisépticos,VIGENTE,EXTRANJERO (Importado)
145-DB,LABORATORIOS INDUSTRIALES FARMACEUTICOS ECUATORIANOS ¨LIFE¨,VIGENTE,CALCIO GLUCONATO INYECTABLE.,"_x000D_
Cada 500 ml contienen:_x000D_
_x000D_
Gluconato de calcio solución 20% (calcio: 9.3 g)",No informa.,"Los bovinos, equinos, ovinos, caprinos, porcinos y caninos para el tratamiento de las deficiencias de calcio, Hipocalcemia, Fiebre de leche. Coadyuvante en el tratamiento del raquitismo, osteomalacia y  la consolidación de fracturas.",Manténgase fuera del alcance de los niños.,No informa.,Ecuador.,PROCONVET S.A.,Frascos por 100 y 500 mL,"Bovinos,Caninos, Caprinos, Equinos, Ovinos y Porcinos  ",No Informa.,Vitaminas y minerales,VIGENTE,EXTRANJERO (Importado)
148-DB,LABORATORIOS INDUSTRIALES FARMACEUTICOS ECUATORIANOS ¨LIFE¨,VIGENTE,SOROL,"
Cada 120 ml contienen:

Polioxiethilene sorbitán mono oleato","_x000D_
_x000D_
_x000D_
39,6 g",Para disminuir la tensión superficial de los líquidos y reducir la meteorización de los rumiantes.,Manténgase fuera del alcance de los niños. Uso veterinario.,No informa.,Ecuador.,PROCONVET S.A.,Frascos por 120 ml.,Bovinos,No informa,Otros medicamentos del sistema digestivo,VIGENTE,EXTRANJERO (Importado)
154-DB,INTERVET INTERNACIONAL B.V.,VIGENTE,BERENIL,"Cada mL de solución inyectable contiene:

Diaminazina aceturato","

70 mg","Tratamiento de babesiosis en bovinos, ovinos y equinos y de tripanosomiasis en bovinos.",Los animales tratados no deben sacrificarse para consumo humano hasta 20 días después de finalizado el tratamiento. La leche producida durante el tratamiento y 3 días después de finalizado el mismo no debe darse al consumo humano. Venta bajo fórmula del Médico Veterinario. Manténgase fuera del alcance de los niños. Uso veterinario. Conservar a una temperatura no superior a 30°C.,INTERVET INTERNATIONAL GmbH ,Alemania.,MSD Salud Animal Colombia S.A.S.,Frascos de vidrio ámbar tipo II por 20 y 100 mL,"Bovinos, Ovinos y Equinos","Carne: 20 días
Leche: 72 horas",Antiprotozoos,VIGENTE,EXTRANJERO (Importado)
160-DB,INTERVET INTERNACIONAL B.V.,VIGENTE,PREGAZOL,"_x000D_
Cada ml contiene:_x000D_
_x000D_
Suprifen (Colrhidrato racémico de p-oxifenilmetilaminopropanol)_x000D_
Adenosina","_x000D_
_x000D_
_x000D_
20 mg_x000D_
3 mg",Vaso dilatador coronario. Estimulante cardiaco. Otras indicaciones a criterio del Médico Veterinario,Uso veterinario. Manténgase fuera del alcance de los niños ,No informa.,Alemania.,INTERVET COLOMBIA LIMITADA,"Frasco de vidrio por 20 y 50 ml, empacados en cajas de cartón",No informa.,No informa,Vasodilatadores periféricos,VIGENTE,EXTRANJERO (Importado)
196-DB,TECNOQUÍMICAS S.A.,VIGENTE,VITAMINA B12,"
Cada 100 mL contienen:

Vitamina B12 cristalizada U.S.P.","_x000D_
_x000D_
_x000D_
0,11 %",Útil en deficiencia de vitamina B12.,Manténgase fuera del alcance de los niños. Uso veterinario,No informa.,No informa.,No informa.,Frasco ampolla por 10 y 50 mL.,No informa.,No informa,Vitaminas y minerales,VIGENTE,EXTRANJERO (Importado)
201-DB,SCHERING PLOUGH S.A.,VIGENTE,BALSAMO TEREBENE,"_x000D_
Acido cresilico_x000D_
","_x000D_
2 % p/p",Antoséptico uso externo ,Uso veterinario. Manténgase fuera del alcance de los niños.,No informa.,No informa.,No informa.,Frascos por 240 ml.,No informa.,No informa,Antisépticos,VIGENTE,EXTRANJERO (Importado)
214-DB,INTERVET INTERNATIONAL B.V.,VIGENTE,VACUNA ANTITETANICA,"_x000D_
Cada dosis de 1 ml de vacuna oleosa contiene:_x000D_
_x000D_
Toxoide tetánico_x000D_
_x000D_
","
150 Ul","Para prevenir la aparición de tétanos en bovinos, equinos, porcinos, ovinos, perros y gatos.",Uso veterinario. Manténgase fuera del alcance de los niños. Conservar entre 2° y 8°C. Venta bajo formula del Médico Veterinario.,No informa.,Holanda.,INTERVET COLOMBIA LTDA.,Frasco vial de vidrio tipo I por 1 mL. Caja de 10 viales por 1 ml.,"Bovinos, Caninos, Equinos, Felinos, Ovinos y Porcinos.",No informa,Biológicos,VIGENTE,EXTRANJERO (Importado)
217-DB,LABORATORIOS QUIFARCOL,VIGENTE,CICATREX,"
Cada 100 ml contiene:

Alcanfor
Fenol
Mentol
Solol
Eucaliptol
Benzoato de bencilo
Aceite de pino","
1.20 g
1,10 g
0,28 g
1,10 g
1,0 ml
0,60 ml
10,0 ml","Antiséptico, antiflogístico y rubefaciente.",No tutilizar en felinos. Manténgase fuera del alcance de los niños. Uso veterinario.,No informa.,No informa.,No informa.,"Frascos por 30, 60, 120, 500 y 3.785 ml.",No informa.,No informa,Antiflogístico,VIGENTE,EXTRANJERO (Importado)
228-DB,INDUSTRIA MARAVEDI CIA,VIGENTE,JABÓN ICTIOL,"Cada 100 g. de pasta contienen:

Azufre","

1 g.",Jabón antiséptico de uso externo.,Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos,ARJONA S.A.S.,Colombia.,No aplica.,Pasta 60 g empacada en caja de cartón.,No informa.,No aplica.,Antisépticos,VIGENTE,COLOMBIA (Fabricado Nacional)
237-DB,LABORATORIOS ZOO LIMITADA,VIGENTE,ZOO CALCIN TABLETAS,"
Cada tableta contiene:

Gluconato de calcio USP (Calcio: 5 mg.)
Glicerfosfato de calcio (Calcio: 7 mg.)
Acido Ascórbico
Vitamina A
Vitamina D3","


400,0 mg.
35,0 mg.
10,0 mg.
20.000 U.l
34.000 U.l","Útil en deficiencias de calcio, fósforo y vitaminas A, C y D en caninos.",Uso veterinario. Manténgase fuera del alcance de los niños.,No informa.,Colombia.,No aplica.,Cajas por 20 tabletas,Caninos,No aplica.,Vitaminas y minerales,VIGENTE,COLOMBIA (Fabricado Nacional)
239-DB,LABORATORIOS ZOO S.A.S.,VIGENTE,ZOO-HEMATÍN N.F.,"Cada 1mL de solución inyectable contiene:


Vitamina B12 (Cianocobalamina)
Ácido Fólico
Vitamina B1 (Tiamina clorhidrato)
 Vitamina B2 (Riboflavina 5 Fosfato Sódico)
Vitamina B6 (Piridoxina clorhidrato)
Nicotinamida
D-Panteno""
","

50 mcg
2,0 mcg
10,0 mg
5,0 mg
5,0 mg
80,0 mg
2,5 mg","En bovinos, caninos, caprinos, equinos, ovinos y porcinos, para el tratamiento de las deficiencias de las vitaminas presentes en la composición.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No requiere tiempo de retiro. No administrar más de 10 mL en el mismo lugar de inyección, dosis superiores se deben dividir en dos o más sitios de aplicación. No administrar vía intravenosa.  Hipersensibilidad a alguno de los componentes de la fórmula. Almacenar a una temperatura inferior a 30°C, protegido de la luz.",LABORATORIOS S.F.C. LTDA. / LABORATORIOS ERMA S.A.,Colombia.,No aplica.,"Caja plegadiza que contiene frasco de vidrio ámbar tipo l con tapón de bromobutilo y agrafe de aluminio por 20 mL. 
Caja plegadiza que contiene frasco de vidrio ámbar tipo lll con tapón de bromobutilo y agrafe de aluminio por 100, 250 o 500 mL.","Bovinos, Caninos, Caprinos, Equinos, Ovinos y Porcinos.",No aplica,Vitaminas y minerales,VIGENTE,COLOMBIA (Fabricado Nacional)
264-DB,MERCK & CO INC,VIGENTE,AMPROL,"
Cada 100 gramos , contienen:

Amprolio
Etopabato
Aceite de soya

","
25,0 g
1,6 g
6,0 g","Útil en el control de la coccidiosis de pollos parrilleros, pavos, aves de reemplazo y reproductoras, ocasionadas por E. tenella, E. necatrix, E. acervulina, E. maxima y E. brunetti.",Manténgase fuera del alcance de los niños. Uso veterinario. No administrar en aves producción de huevos para consumo humano.,No informa.,Colombia.,No informa.,Bolsa de polietileno dentro de bolsas de papel por 25 kg,Aves,No informa,Antiprotozoos,VIGENTE,COLOMBIA (Fabricado Nacional)
294-DB,LABORATORIOS ZOO S.A.S.,VIGENTE,POMADA ALFA,"Cada 100 g de pomada contiene:

Mentol
Alcanfor
Guayacol
Salicilato de Metilo
Trementina (Esencia de trementina-Aceite de trementina)","

1,0 g.
5,0 g.
3,0 g.
10,0 g.
3,0 g.","En bovinos, equinos, ovinos, caprinos, porcinos, perros y gatos como antiinflamatorio, antiflogístico, analgésico, contrairritante y rubefaciente; como coadyuvante en el tratamiento de procesos infamatorios y/o dolorosos de origen no infeccioso en tejidos como músculos, tendones, ligamentos, huesos y articulaciones.",Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Consérvese a una temperatura inferior a 30°C.,FARMANDINA LTDA.,Colombia.,No aplica.,"Frasco en PP color blanco con tapa de seguridad en PEAD  por 220 y 350 g. 
Tubo colapsible en aluminio  con tapa de seguridad en PEAD por 60 g.","Bovinos, Caninos, Caprinos, Equinos, Felinos, Ovinos y Porcinos.",No aplica.,Antiflogístico,VIGENTE,COLOMBIA (Fabricado Nacional)
297-DB,LABORATORIOS ZOO S.A.S.,VIGENTE,ESTRO ZOO,"
Cada mL. de solución inyectable contiene:

Benzoato de estradiol ","


2,5 mg.","En vacas, yeguas, cerdas y ovejas para la estimulación uterina. Útil en el tratamiento de piómetra y retención placentaria.","Venta bajo formula del Médico Veterinario. Los animales tratados no deben sacrificarse para consumo humano hasta 5 días después de finalizado el tratamiento. La leche producida durante el tratamiento y 48  horas después de finalizado el mismo no debe darse al consumo humano. Uso veterinario. Manténgase fuera del alcance de los niños. Consérvese en lugar fresco, seco y protegido de la luz.",No informa.,Colombia.,No aplica.,"Frasco de vidrio ámbar tipo l por 5, 20 y 100 ml.(Caja conteniendo 12 frascos por 5 ml. Caja conteniendo 20 frascos por 5 ml.)","Bovinos, Equinos, Ovinos y Porcinos.","Sacrificio: 5 días.
Leche: 48 horas",Hormonas,VIGENTE,COLOMBIA (Fabricado Nacional)
298-DB,LABORATORIOS ZOO S.A.S.,VIGENTE,CANIVEX GOTAS,"
Cada 1 mL. de solución oral contiene:

Nicotinamida USP
Piridoxina HCI (Vitamina B6) USP
Riboflavina 5 Fosfato Sódico (Vitamina B2) USP
Tiamina HCI (Vitamina B1)
Vitamina A
Vitamina D3
Cianocobalamina (Vitamina B12) USP
Lisina Clorhidrato
Ácido Ascórbico USP","


10 mg.
2 mg.
1 mg.
2 mg.
5000 U.l
1000 U.l
20 mcg.
150 mg.
50 mg.",En pequeños animales para el tratamiento de las deficiencias de las vitaminas presentes en la composición,Uso veterinario. Manténgase fuera del alcance de los niños ,DECNO S.A.S,Colombia.,No aplica.,Frascos gotero blanco en PEBD por 10 ml.,Caninos y Felinos.,No informa,Vitaminas,VIGENTE,COLOMBIA (Fabricado Nacional)
300-DB,LABORATORIOS ZOO S.A.S.,VIGENTE,ZOO-MICINA,"Cada 100 mL. de suspensión oral contienen:

Neomicina sulfato
Homatropina metil bromuro
Caolin coloidal
Pectina cítrica","

1,05 g.
0,01 g.
12,0 g.
0,90 g.","Tratamiento de diarreas en perros, gatos, terneros, lechones y corderos, ocasionadas por Escherichia coli, Aerobacter sp., Klebsiella sp., Shigella sp. y Proteus sp.","Uso veterinario. Venta bajo fórmula del Médico Veterinario. Manténgase fuera del alcance de los niños. Los animales tratados no deben sacrificarse para consumo humano hasta treinta (30) días después de finalizado el tratamiento. Los corderos y lechones no deben sacrificarse para consumo humano hasta veinte (20) días después de finalizado el tratamiento. Conservar dentro de su empaque, en lugar fresco, seco y protegido de la luz, a temperatura inferior a 30°C",Laboratorios Decno S.A.S.,Colombia.,No aplica. ,Frasco de vidrio ámbar tipo lll por 60 y 120 mL.,"Bovinos, Caninos, Felinos, Ovinos y Porcinos","Terneros: 30 días_x000D_
Corderos y lechones: 20 días",Antibióticos,VIGENTE,COLOMBIA (Fabricado Nacional)
303-DB,LABORATORIOS ZOO S.A.S.,VIGENTE,ZOO-VIT N.F.,"Cada 500 mililitros de solución inyectable contienen:

Vitamina B₂ (Riboflavina 5 sodio fosfato) USP
Vitamina B₆ (Piridoxina Clorhidrato) USP
Vitamina B₁₂ (Cianocobalamina) USP
Niacinamida USP
Dextrosa monohidrato USP","

15 mg.
50 mg.
150 µg.
150 mg.
50 g.
","En bovinos y equinos para el tratamiento de estados de acetonemia, hipoglucemia, como aporte energético y en deficiencias de las vitaminas presentes en la composición. Coadyuvante en el tratamiento de enfermedades infecciosas y parasitarias.","Una vez iniciada la aplicación, el contenido de la bolsa debe consumirse en un plazo máximo de 24 horas. No debe mezclarse con otros medicamentos. Uso veterinario. Manténgase fuera del alcance de los niños.",No informa.,Colombia.,No aplica.,Frasco plástico en PEBD por 500 o 1.000 mL. Caja de 6 bolsas en PEBD por 500 mL.,Bovinos y Equinos.,No informa,Otros,VIGENTE,COLOMBIA (Fabricado Nacional)
305-DB,LABORATORIOS ZOO S.A.S.,VIGENTE,ZOO-VITÁN 12 N.F.,"Cada mL de solución inyectable contiene:

Tiamina clorhidrato - Vitamina B₁ (tiamina base 8,9 mg)
Riboflavina 5 fosfato sódica - Vitamina B₂ (riboflavina base 2,0 mg)
D-Pantenol 
Nicotinamida - Vitamina B₃
Piridoxina clorhidrato - Vitamina B₆ (piridoxina base 4,1 mg)
Cianocobalamina - Vitamina B₁₂ ","

10  mg
2,5 mg
25  mg
80  mg
5    mg
25  mcg","En equinos, bovinos, porcinos, ovinos, caprinos y perros para el tratamiento de las deficiencias de las vitaminas del complejo B, presentes en la composición. ","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No usar en gatos. No administrar vía intravenosa. No administrar en caso de hipersensibilidad a alguno de los componentes de la fórmula. Conservar dentro de su empaque, protegido de la luz, a temperatura inferior a 30°C.",LABORATORIOS SFC LTDA / LABORATORIOS DECNO S.A.S.,Colombia.,No aplica.,"Caja plegadiza que contiene frasco en vidrio ámbar tipo l con tapón de cucho de bromobutilo gris y agrafe de aluminio por 20 mL.
Caja plegadiza que contiene frasco en vidrio ámbar tipo III con tapón de caucho de bromobutilo gris y ágrafe de aluminio por 100, 250 o 500 mL.","Bovinos, Caninos, Caprinos, Equinos, Ovinos y Porcinos.",No informa,Vitaminas y minerales,VIGENTE,COLOMBIA (Fabricado Nacional)
306-DB,LABORATORIOS ZOO LTDA.,VIGENTE,DEXTRO ZOO,"
Cada 500 ml. contienen:

Dextrosa U.S.P.","_x000D_
_x000D_
_x000D_
50 g","Acetonemia, hipoglicemia y como aporte energético.",Manténgase fuera del alcance de los niños. Uso veterinario.,No informa.,Colombia.,No informa.,Frascos por 500 ml.,No informa.,No informa,Sustitutos de la sangre y soluciones de perfusión,VIGENTE,COLOMBIA (Fabricado Nacional)
319-DB,ZOETIS INC.,VIGENTE,EMICINA LÍQUIDA INYECTABLE,"Cada mL de solución inyectable contiene:

Oxitetraciclina HCl (equivalente a 46,29 mg de oxitetraciclina base)","


50 mg","En bovinos, ovinos y porcinos para el tratamiento de enfermedades infecciosas causadas por Anaplasma sp., Rickettsia sp., Streptococcus sp., Clostridium sp., Escherichia coli, Pasteurella sp., Haemophilus sp., Leptospira sp. y Listeria sp.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. Los animales tratados no deben sacrificarse para consumo humano, hasta veintiocho (28) días después de finalizado el tratamiento. La leche producida durante el tratamiento y seis (6) días después de finalizado el mismo, no debe darse al consumo humano. No administrar conjuntamente con antibacterianos bactericidas. No administrar de forma simultánea con productos que contengan calcio, hierro, magnesio o cobre. No administrar en animales con alteraciones hepáticas o renales. No administrar en caso conocido de hipersensibilidad a las tetraciclinas. No se recomienda su uso en animales jóvenes ni en hembras en el último tercio de la gestación, puesto que puede producir inhibición del crecimiento óseo y decoloración dental. No se recomienda su uso en hembras en lactación. No administrar en explotaciones donde se ha demostrado presencia de resistencia a las tetraciclinas. Conservar este producto en su envase original, sin exposición a la luz solar, a temperatura inferior a 30°C.",INOVAT INDÚSTRIA FARMACÊUTICA LTDA. / ZOETIS INDÚSTRIA DE PRODUTOS VETERINÁRIOS LTDA. ,Brasil.,ZOETIS COLOMBIA S.A.S.,Caja plegadiza que contiene frasco en vidrio ámbar tipo III con tapón de caucho en bromobutilo y sello de aluminio laminado con tapa flip-off en polipropileno por 50 mL.,"Bovinos, Ovinos y Porcinos.","Carne: 28 días
Leche: 6 días",Antibióticos,VIGENTE,EXTRANJERO (Importado)
336-DB,CIBA GEIGY COLOMBIA S.A,VIGENTE,MI COSTATIN 20 POLVO,"_x000D_
Cada 100 g contienen:_x000D_
_x000D_
Nistatina (equivalente a 120 Ul / mg)_x000D_
","_x000D_
_x000D_
_x000D_
4,4 g",En aves para el tratamiento y control de las micosis producidas por: Candida albicans.,Uso veterinario. Venta bajo formula del Médico Veterinario. Manténgase fuera del alcance de los niños.,No informa.,No informa.,No informa.,Empaque por 20 kg,Aves,No informa,Antifúngicos,VIGENTE,EXTRANJERO (Importado)
